Year,Period,Area,Ownership,Industry Code,Industry,Level,Establishments,Firms,Average Employment,Average Weekly Wage,Total Wages,Month 1 Employment,Month 2 Employment,Month 3 Employment,Hierarchical Ordering
2008,4,Sabine,Private,52,Finance and Insurance,2,7 ,6 ,68 ,829 ,"729,101 ",68 ,68 ,67 ,1775
2008,4,Crane,Private,52,Finance and Insurance,2,7 ,7 ,19 ,470 ,"114,097 ",19 ,18 ,19 ,1775
2008,4,Knox,Private,52,Finance and Insurance,2,7 ,7 ,41 ,722 ,"388,050 ",42 ,40 ,42 ,1775
2008,4,Jim Hogg,Private,52,Finance and Insurance,2,7 ,7 ,43 ,519 ,"292,510 ",43 ,43 ,44 ,1775
2008,4,Duval,Private,52,Finance and Insurance,2,7 ,7 ,46 ,624 ,"373,443 ",47 ,47 ,44 ,1775
2008,4,Mills,Private,52,Finance and Insurance,2,7 ,7 ,54 ,860 ,"600,252 ",54 ,53 ,54 ,1775
2008,4,Hardeman,Private,52,Finance and Insurance,2,8 ,7 ,66 ,845 ,"724,751 ",66 ,66 ,66 ,1775
2008,4,Blanco,Private,52,Finance and Insurance,2,9 ,7 ,120 ,"1,038 ","1,614,927 ",119 ,120 ,120 ,1775
2008,4,San Saba,Private,52,Finance and Insurance,2,8 ,8 ,43 ,840 ,"473,185 ",44 ,43 ,43 ,1775
2008,4,San Augustine,Private,52,Finance and Insurance,2,8 ,8 ,44 ,625 ,"360,464 ",44 ,44 ,45 ,1775
2008,4,Rains,Private,52,Finance and Insurance,2,8 ,8 ,45 ,924 ,"536,457 ",45 ,45 ,44 ,1775
2008,4,Dimmit,Private,52,Finance and Insurance,2,8 ,8 ,49 ,580 ,"371,894 ",48 ,50 ,50 ,1775
2008,4,Winkler,Private,52,Finance and Insurance,2,8 ,8 ,62 ,840 ,"680,990 ",61 ,62 ,64 ,1775
2008,4,Jack,Private,52,Finance and Insurance,2,8 ,8 ,141 ,"1,432 ","2,631,733 ",141 ,141 ,142 ,1775
2008,4,Archer,Private,52,Finance and Insurance,2,10 ,8 ,37 ,541 ,"262,609 ",37 ,36 ,39 ,1775
2008,4,Crosby,Private,52,Finance and Insurance,2,10 ,8 ,50 ,779 ,"509,831 ",50 ,51 ,50 ,1775
2008,4,Zapata,Private,52,Finance and Insurance,2,10 ,8 ,96 ,630 ,"783,158 ",97 ,94 ,96 ,1775
2008,4,Marion,Private,52,Finance and Insurance,2,9 ,9 ,43 ,716 ,"396,946 ",44 ,41 ,43 ,1775
2008,4,Somervell,Private,52,Finance and Insurance,2,9 ,9 ,53 ,932 ,"642,155 ",53 ,53 ,53 ,1775
2008,4,Franklin,Private,52,Finance and Insurance,2,9 ,9 ,64 ,793 ,"656,570 ",63 ,64 ,64 ,1775
2008,4,Brooks,Private,52,Finance and Insurance,2,9 ,9 ,68 ,665 ,"590,662 ",67 ,69 ,69 ,1775
2008,4,Refugio,Private,52,Finance and Insurance,2,9 ,9 ,134 ,932 ,"1,618,660 ",133 ,133 ,135 ,1775
2008,4,Haskell,Private,52,Finance and Insurance,2,10 ,9 ,51 ,695 ,"460,632 ",51 ,50 ,52 ,1775
2008,4,Live Oak,Private,52,Finance and Insurance,2,10 ,9 ,95 ,782 ,"965,484 ",92 ,97 ,96 ,1775
2008,4,Carson,Private,52,Finance and Insurance,2,10 ,10 ,42 ,655 ,"354,995 ",44 ,43 ,38 ,1775
2008,4,Trinity,Private,52,Finance and Insurance,2,10 ,10 ,46 ,755 ,"454,813 ",49 ,46 ,44 ,1775
2008,4,Childress,Private,52,Finance and Insurance,2,10 ,10 ,48 ,884 ,"547,576 ",47 ,47 ,49 ,1775
2008,4,Mason,Private,52,Finance and Insurance,2,10 ,10 ,57 ,950 ,"699,607 ",58 ,57 ,55 ,1775
2008,4,Yoakum,Private,52,Finance and Insurance,2,10 ,10 ,59 ,940 ,"716,714 ",56 ,61 ,59 ,1775
2008,4,Wheeler,Private,52,Finance and Insurance,2,10 ,10 ,66 ,959 ,"819,046 ",65 ,65 ,67 ,1775
2008,4,Hansford,Private,52,Finance and Insurance,2,10 ,10 ,103 ,"1,114 ","1,496,514 ",105 ,103 ,102 ,1775
2008,4,Callahan,Private,52,Finance and Insurance,2,12 ,10 ,87 ,840 ,"946,408 ",87 ,86 ,87 ,1775
2008,4,Frio,Private,52,Finance and Insurance,2,11 ,11 ,95 ,920 ,"1,131,603 ",96 ,94 ,94 ,1775
2008,4,Coleman,Private,52,Finance and Insurance,2,11 ,11 ,96 ,"1,012 ","1,262,437 ",96 ,96 ,96 ,1775
2008,4,Floyd,Private,52,Finance and Insurance,2,12 ,11 ,61 ,774 ,"614,150 ",72 ,55 ,56 ,1775
2008,4,Ward,Private,52,Finance and Insurance,2,12 ,11 ,74 ,764 ,"734,911 ",76 ,74 ,72 ,1775
2008,4,Hamilton,Private,52,Finance and Insurance,2,12 ,12 ,56 ,961 ,"695,705 ",55 ,55 ,57 ,1775
2008,4,Lynn,Private,52,Finance and Insurance,2,12 ,12 ,57 ,673 ,"501,620 ",59 ,56 ,57 ,1775
2008,4,Swisher,Private,52,Finance and Insurance,2,12 ,12 ,58 ,"1,001 ","750,759 ",59 ,57 ,57 ,1775
2008,4,Baylor,Private,52,Finance and Insurance,2,12 ,12 ,60 ,577 ,"452,788 ",59 ,60 ,62 ,1775
2008,4,Bailey,Private,52,Finance and Insurance,2,12 ,12 ,75 ,"1,004 ","982,952 ",76 ,75 ,75 ,1775
2008,4,Comanche,Private,52,Finance and Insurance,2,14 ,12 ,154 ,848 ,"1,698,145 ",151 ,156 ,155 ,1775
2008,4,Parmer,Private,52,Finance and Insurance,2,13 ,13 ,82 ,774 ,"825,600 ",82 ,82 ,82 ,1775
2008,4,McCulloch,Private,52,Finance and Insurance,2,13 ,13 ,83 ,839 ,"901,179 ",84 ,82 ,82 ,1775
2008,4,Clay,Private,52,Finance and Insurance,2,14 ,13 ,55 ,"1,045 ","747,173 ",56 ,57 ,52 ,1775
2008,4,Karnes,Private,52,Finance and Insurance,2,14 ,13 ,98 ,"1,003 ","1,282,285 ",99 ,98 ,98 ,1775
2008,4,Morris,Private,52,Finance and Insurance,2,19 ,13 ,144 ,756 ,"1,412,068 ",143 ,144 ,144 ,1775
2008,4,Castro,Private,52,Finance and Insurance,2,14 ,14 ,59 ,994 ,"762,280 ",59 ,59 ,59 ,1775
2008,4,Willacy,Private,52,Finance and Insurance,2,14 ,14 ,72 ,"1,245 ","1,170,702 ",71 ,71 ,75 ,1775
2008,4,Ochiltree,Private,52,Finance and Insurance,2,14 ,14 ,111 ,917 ,"1,318,750 ",110 ,109 ,113 ,1775
2008,4,Reeves,Private,52,Finance and Insurance,2,14 ,14 ,133 ,621 ,"1,077,148 ",131 ,134 ,135 ,1775
2008,4,Camp,Private,52,Finance and Insurance,2,14 ,14 ,278 ,581 ,"2,096,699 ",272 ,279 ,282 ,1775
2008,4,Robertson,Private,52,Finance and Insurance,2,16 ,14 ,108 ,"1,066 ","1,491,756 ",110 ,107 ,106 ,1775
2008,4,Madison,Private,52,Finance and Insurance,2,15 ,15 ,90 ,811 ,"951,863 ",90 ,90 ,91 ,1775
2008,4,Hemphill,Private,52,Finance and Insurance,2,15 ,15 ,99 ,"2,866 ","3,676,263 ",97 ,99 ,100 ,1775
2008,4,Stephens,Private,52,Finance and Insurance,2,16 ,15 ,124 ,"2,224 ","3,594,407 ",123 ,124 ,126 ,1775
2008,4,Gaines,Private,52,Finance and Insurance,2,17 ,15 ,140 ,748 ,"1,358,594 ",140 ,139 ,140 ,1775
2008,4,Tyler,Private,52,Finance and Insurance,2,18 ,15 ,111 ,595 ,"861,305 ",108 ,113 ,113 ,1775
2008,4,Falls,Private,52,Finance and Insurance,2,19 ,15 ,77 ,706 ,"706,970 ",77 ,77 ,77 ,1775
2008,4,Leon,Private,52,Finance and Insurance,2,19 ,15 ,153 ,"1,041 ","2,065,796 ",152 ,152 ,154 ,1775
2008,4,Bandera,Private,52,Finance and Insurance,2,18 ,16 ,85 ,785 ,"863,625 ",83 ,84 ,87 ,1775
2008,4,Andrews,Private,52,Finance and Insurance,2,17 ,17 ,220 ,"1,085 ","3,109,121 ",222 ,219 ,220 ,1775
2008,4,Grimes,Private,52,Finance and Insurance,2,18 ,17 ,140 ,615 ,"1,121,534 ",141 ,139 ,141 ,1775
2008,4,Pecos,Private,52,Finance and Insurance,2,18 ,17 ,178 ,637 ,"1,470,193 ",174 ,180 ,179 ,1775
2008,4,Brewster,Private,52,Finance and Insurance,2,19 ,18 ,146 ,860 ,"1,635,349 ",143 ,148 ,148 ,1775
2008,4,Red River,Private,52,Finance and Insurance,2,19 ,19 ,78 ,778 ,"789,222 ",76 ,79 ,79 ,1775
2008,4,Bosque,Private,52,Finance and Insurance,2,21 ,19 ,165 ,763 ,"1,633,549 ",161 ,165 ,168 ,1775
2008,4,Gonzales,Private,52,Finance and Insurance,2,24 ,19 ,182 ,808 ,"1,909,238 ",182 ,182 ,181 ,1775
2008,4,Dawson,Private,52,Finance and Insurance,2,20 ,20 ,120 ,746 ,"1,166,268 ",123 ,114 ,124 ,1775
2008,4,Waller,Private,52,Finance and Insurance,2,21 ,20 ,125 ,659 ,"1,067,447 ",126 ,124 ,124 ,1775
2008,4,Calhoun,Private,52,Finance and Insurance,2,21 ,20 ,180 ,629 ,"1,472,490 ",180 ,180 ,180 ,1775
2008,4,Scurry,Private,52,Finance and Insurance,2,22 ,20 ,185 ,800 ,"1,921,270 ",182 ,186 ,186 ,1775
2008,4,Burleson,Private,52,Finance and Insurance,2,23 ,20 ,146 ,922 ,"1,745,077 ",143 ,146 ,148 ,1775
2008,4,Lee,Private,52,Finance and Insurance,2,24 ,20 ,218 ,"1,144 ","3,245,714 ",217 ,219 ,219 ,1775
2008,4,Runnels,Private,52,Finance and Insurance,2,22 ,21 ,109 ,727 ,"1,026,871 ",107 ,107 ,112 ,1775
2008,4,Lampasas,Private,52,Finance and Insurance,2,22 ,21 ,110 ,777 ,"1,107,813 ",110 ,109 ,110 ,1775
2008,4,Freestone,Private,52,Finance and Insurance,2,22 ,21 ,112 ,760 ,"1,107,107 ",111 ,112 ,113 ,1775
2008,4,Panola,Private,52,Finance and Insurance,2,22 ,21 ,170 ,"1,146 ","2,537,823 ",173 ,170 ,168 ,1775
2008,4,Jackson,Private,52,Finance and Insurance,2,23 ,21 ,102 ,785 ,"1,037,110 ",103 ,101 ,101 ,1775
2008,4,Colorado,Private,52,Finance and Insurance,2,23 ,21 ,157 ,780 ,"1,589,350 ",156 ,156 ,158 ,1775
2008,4,Nolan,Private,52,Finance and Insurance,2,23 ,21 ,160 ,821 ,"1,708,707 ",160 ,157 ,163 ,1775
2008,4,Hutchinson,Private,52,Finance and Insurance,2,26 ,21 ,156 ,851 ,"1,730,337 ",159 ,155 ,155 ,1775
2008,4,Dallam,Private,52,Finance and Insurance,2,22 ,22 ,115 ,998 ,"1,491,386 ",115 ,116 ,114 ,1775
2008,4,Deaf Smith,Private,52,Finance and Insurance,2,23 ,22 ,157 ,788 ,"1,605,846 ",160 ,156 ,154 ,1775
2008,4,Jones,Private,52,Finance and Insurance,2,25 ,22 ,128 ,"1,381 ","2,297,187 ",129 ,126 ,129 ,1775
2008,4,Terry,Private,52,Finance and Insurance,2,23 ,23 ,97 ,769 ,"966,826 ",93 ,96 ,101 ,1775
2008,4,Chambers,Private,52,Finance and Insurance,2,25 ,23 ,161 ,844 ,"1,766,084 ",160 ,163 ,160 ,1775
2008,4,Montague,Private,52,Finance and Insurance,2,25 ,23 ,208 ,929 ,"2,515,296 ",208 ,209 ,208 ,1775
2008,4,Wilson,Private,52,Finance and Insurance,2,26 ,23 ,152 ,922 ,"1,817,410 ",151 ,152 ,152 ,1775
2008,4,Eastland,Private,52,Finance and Insurance,2,27 ,23 ,118 ,647 ,"994,847 ",118 ,119 ,118 ,1775
2008,4,Milam,Private,52,Finance and Insurance,2,29 ,23 ,216 ,869 ,"2,435,987 ",214 ,215 ,218 ,1775
2008,4,Lavaca,Private,52,Finance and Insurance,2,24 ,24 ,198 ,991 ,"2,549,898 ",198 ,198 ,198 ,1775
2008,4,Wilbarger,Private,52,Finance and Insurance,2,25 ,24 ,186 ,748 ,"1,804,783 ",185 ,186 ,186 ,1775
2008,4,Aransas,Private,52,Finance and Insurance,2,26 ,24 ,154 ,"1,068 ","2,133,564 ",151 ,153 ,157 ,1775
2008,4,Limestone,Private,52,Finance and Insurance,2,28 ,24 ,238 ,718 ,"2,221,741 ",238 ,238 ,238 ,1775
2008,4,Lamb,Private,52,Finance and Insurance,2,31 ,24 ,194 ,767 ,"1,935,474 ",192 ,193 ,197 ,1775
2008,4,Moore,Private,52,Finance and Insurance,2,26 ,25 ,150 ,805 ,"1,566,157 ",150 ,148 ,151 ,1775
2008,4,Llano,Private,52,Finance and Insurance,2,36 ,25 ,223 ,773 ,"2,238,849 ",225 ,227 ,216 ,1775
2008,4,Caldwell,Private,52,Finance and Insurance,2,29 ,28 ,176 ,716 ,"1,634,240 ",172 ,175 ,180 ,1775
2008,4,Bee,Private,52,Finance and Insurance,2,30 ,28 ,175 ,731 ,"1,666,999 ",178 ,172 ,176 ,1775
2008,4,Young,Private,52,Finance and Insurance,2,31 ,28 ,268 ,762 ,"2,658,278 ",268 ,270 ,267 ,1775
2008,4,Palo Pinto,Private,52,Finance and Insurance,2,32 ,28 ,199 ,"1,029 ","2,661,024 ",199 ,200 ,198 ,1775
2008,4,Starr,Private,52,Finance and Insurance,2,35 ,29 ,247 ,522 ,"1,678,979 ",245 ,247 ,250 ,1775
2008,4,DeWitt,Private,52,Finance and Insurance,2,35 ,29 ,326 ,750 ,"3,175,549 ",328 ,325 ,324 ,1775
2008,4,Uvalde,Private,52,Finance and Insurance,2,36 ,29 ,225 ,642 ,"1,875,692 ",225 ,224 ,225 ,1775
2008,4,Medina,Private,52,Finance and Insurance,2,36 ,29 ,303 ,802 ,"3,156,409 ",298 ,303 ,307 ,1775
2008,4,Upshur,Private,52,Finance and Insurance,2,31 ,30 ,228 ,866 ,"2,566,534 ",230 ,226 ,228 ,1775
2008,4,Shelby,Private,52,Finance and Insurance,2,34 ,31 ,273 ,"1,262 ","4,478,822 ",272 ,274 ,273 ,1775
2008,4,Houston,Private,52,Finance and Insurance,2,33 ,32 ,166 ,"1,533 ","3,301,153 ",165 ,166 ,166 ,1775
2008,4,Cass,Private,52,Finance and Insurance,2,37 ,33 ,242 ,876 ,"2,757,326 ",239 ,241 ,246 ,1775
2008,4,Fannin,Private,52,Finance and Insurance,2,38 ,34 ,428 ,695 ,"3,869,082 ",426 ,427 ,432 ,1775
2008,4,Hopkins,Private,52,Finance and Insurance,2,40 ,34 ,384 ,772 ,"3,854,179 ",387 ,383 ,382 ,1775
2008,4,Jasper,Private,52,Finance and Insurance,2,41 ,34 ,298 ,603 ,"2,337,091 ",296 ,297 ,301 ,1775
2008,4,Polk,Private,52,Finance and Insurance,2,36 ,35 ,330 ,866 ,"3,717,080 ",328 ,328 ,334 ,1775
2008,4,Bastrop,Private,52,Finance and Insurance,2,45 ,35 ,403 ,934 ,"4,891,663 ",400 ,401 ,408 ,1775
2008,4,Matagorda,Private,52,Finance and Insurance,2,41 ,36 ,215 ,849 ,"2,373,768 ",211 ,215 ,219 ,1775
2008,4,Van Zandt,Private,52,Finance and Insurance,2,42 ,36 ,247 ,708 ,"2,273,238 ",251 ,248 ,242 ,1775
2008,4,Gray,Private,52,Finance and Insurance,2,40 ,37 ,187 ,913 ,"2,215,942 ",186 ,188 ,186 ,1775
2008,4,Fayette,Private,52,Finance and Insurance,2,42 ,37 ,452 ,840 ,"4,937,397 ",454 ,449 ,453 ,1775
2008,4,Hockley,Private,52,Finance and Insurance,2,40 ,38 ,201 ,921 ,"2,411,409 ",203 ,200 ,201 ,1775
2008,4,Cooke,Private,52,Finance and Insurance,2,40 ,38 ,370 ,848 ,"4,080,626 ",366 ,369 ,375 ,1775
2008,4,Brown,Private,52,Finance and Insurance,2,40 ,38 ,382 ,864 ,"4,292,185 ",364 ,394 ,389 ,1775
2008,4,Atascosa,Private,52,Finance and Insurance,2,41 ,38 ,298 ,804 ,"3,117,844 ",295 ,300 ,300 ,1775
2008,4,Coryell,Private,52,Finance and Insurance,2,52 ,38 ,569 ,627 ,"4,637,342 ",562 ,572 ,573 ,1775
2008,4,Kleberg,Private,52,Finance and Insurance,2,46 ,39 ,294 ,867 ,"3,316,224 ",289 ,296 ,298 ,1775
2008,4,Titus,Private,52,Finance and Insurance,2,44 ,40 ,355 ,780 ,"3,603,207 ",356 ,354 ,356 ,1775
2008,4,Rusk,Private,52,Finance and Insurance,2,48 ,40 ,466 ,831 ,"5,040,079 ",465 ,466 ,468 ,1775
2008,4,Howard,Private,52,Finance and Insurance,2,43 ,41 ,288 ,824 ,"3,087,036 ",289 ,288 ,288 ,1775
2008,4,Jim Wells,Private,52,Finance and Insurance,2,46 ,41 ,377 ,864 ,"4,236,319 ",373 ,378 ,381 ,1775
2008,4,Hill,Private,52,Finance and Insurance,2,47 ,41 ,231 ,639 ,"1,914,721 ",230 ,232 ,230 ,1775
2008,4,Hardin,Private,52,Finance and Insurance,2,48 ,41 ,189 ,748 ,"1,839,976 ",189 ,184 ,195 ,1775
2008,4,Austin,Private,52,Finance and Insurance,2,46 ,43 ,297 ,"1,096 ","4,237,846 ",294 ,295 ,303 ,1775
2008,4,Liberty,Private,52,Finance and Insurance,2,54 ,43 ,361 ,759 ,"3,560,348 ",359 ,361 ,362 ,1775
2008,4,Cherokee,Private,52,Finance and Insurance,2,49 ,44 ,420 ,"1,178 ","6,438,795 ",419 ,420 ,422 ,1775
2008,4,Val Verde,Private,52,Finance and Insurance,2,51 ,44 ,450 ,536 ,"3,139,312 ",449 ,451 ,451 ,1775
2008,4,Wood,Private,52,Finance and Insurance,2,60 ,44 ,409 ,816 ,"4,336,251 ",413 ,408 ,406 ,1775
2008,4,Gillespie,Private,52,Finance and Insurance,2,52 ,47 ,278 ,830 ,"2,999,355 ",279 ,278 ,277 ,1775
2008,4,Wise,Private,52,Finance and Insurance,2,59 ,47 ,382 ,850 ,"4,220,049 ",386 ,381 ,379 ,1775
2008,4,San Patricio,Private,52,Finance and Insurance,2,62 ,47 ,356 ,643 ,"2,980,075 ",355 ,354 ,360 ,1775
2008,4,Erath,Private,52,Finance and Insurance,2,56 ,51 ,380 ,806 ,"3,983,310 ",386 ,380 ,374 ,1775
2008,4,Maverick,Private,52,Finance and Insurance,2,59 ,51 ,405 ,479 ,"2,520,716 ",405 ,407 ,403 ,1775
2008,4,Burnet,Private,52,Finance and Insurance,2,63 ,51 ,458 ,929 ,"5,532,290 ",454 ,458 ,463 ,1775
2008,4,Hale,Private,52,Finance and Insurance,2,59 ,52 ,285 ,626 ,"2,322,464 ",288 ,283 ,285 ,1775
2008,4,Washington,Private,52,Finance and Insurance,2,56 ,54 ,697 ,"1,011 ","9,156,679 ",694 ,693 ,703 ,1775
2008,4,Henderson,Private,52,Finance and Insurance,2,75 ,56 ,392 ,802 ,"4,090,279 ",392 ,388 ,397 ,1775
2008,4,Navarro,Private,52,Finance and Insurance,2,64 ,57 ,365 ,766 ,"3,638,390 ",370 ,363 ,363 ,1775
2008,4,Walker,Private,52,Finance and Insurance,2,66 ,59 ,366 ,686 ,"3,259,297 ",367 ,363 ,367 ,1775
2008,4,Wharton,Private,52,Finance and Insurance,2,67 ,59 ,549 ,944 ,"6,739,609 ",550 ,550 ,548 ,1775
2008,4,Lamar,Private,52,Finance and Insurance,2,66 ,61 ,746 ,702 ,"6,803,928 ",743 ,747 ,748 ,1775
2008,4,Kendall,Private,52,Finance and Insurance,2,69 ,62 ,435 ,846 ,"4,786,545 ",434 ,438 ,434 ,1775
2008,4,Nacogdoches,Private,52,Finance and Insurance,2,74 ,63 ,579 ,849 ,"6,395,174 ",580 ,578 ,580 ,1775
2008,4,Anderson,Private,52,Finance and Insurance,2,68 ,64 ,448 ,994 ,"5,790,844 ",447 ,447 ,450 ,1775
2008,4,Hood,Private,52,Finance and Insurance,2,81 ,65 ,494 ,828 ,"5,318,628 ",501 ,491 ,491 ,1775
2008,4,Guadalupe,Private,52,Finance and Insurance,2,87 ,70 ,598 ,902 ,"7,010,330 ",594 ,601 ,598 ,1775
2008,4,Kerr,Private,52,Finance and Insurance,2,82 ,71 ,528 ,979 ,"6,722,139 ",519 ,533 ,533 ,1775
2008,4,Orange,Private,52,Finance and Insurance,2,91 ,73 ,853 ,755 ,"8,371,519 ",835 ,859 ,864 ,1775
2008,4,Hunt,Private,52,Finance and Insurance,2,94 ,74 ,498 ,804 ,"5,202,419 ",498 ,496 ,499 ,1775
2008,4,Harrison,Private,52,Finance and Insurance,2,89 ,76 ,"1,135 ",838 ,"12,366,809 ","1,120 ","1,143 ","1,141 ",1775
2008,4,Parker,Private,52,Finance and Insurance,2,96 ,76 ,551 ,"1,010 ","7,232,394 ",556 ,549 ,547 ,1775
2008,4,Kaufman,Private,52,Finance and Insurance,2,101 ,76 ,759 ,996 ,"9,821,172 ",764 ,756 ,756 ,1775
2008,4,Angelina,Private,52,Finance and Insurance,2,131 ,98 ,939 ,885 ,"10,800,996 ",939 ,937 ,942 ,1775
2008,4,Rockwall,Private,52,Finance and Insurance,2,120 ,102 ,624 ,"1,068 ","8,666,994 ",628 ,621 ,624 ,1775
2008,4,Ellis,Private,52,Finance and Insurance,2,143 ,106 ,779 ,813 ,"8,231,555 ",774 ,781 ,782 ,1775
2008,4,Victoria,Private,52,Finance and Insurance,2,144 ,112 ,"1,120 ",852 ,"12,407,700 ","1,116 ","1,112 ","1,133 ",1775
2008,4,Johnson,Private,52,Finance and Insurance,2,151 ,115 ,775 ,830 ,"8,356,730 ",772 ,779 ,773 ,1775
2008,4,Hays,Private,52,Finance and Insurance,2,149 ,117 ,949 ,996 ,"12,288,747 ",949 ,948 ,950 ,1775
2008,4,Grayson,Private,52,Finance and Insurance,2,165 ,120 ,"2,147 ",796 ,"22,203,292 ","2,154 ","2,145 ","2,142 ",1775
2008,4,Bowie,Private,52,Finance and Insurance,2,174 ,120 ,"1,747 ","1,022 ","23,211,516 ","1,732 ","1,751 ","1,759 ",1775
2008,4,Comal,Private,52,Finance and Insurance,2,148 ,123 ,728 ,859 ,"8,132,602 ",732 ,727 ,725 ,1775
2008,4,Randall,Private,52,Finance and Insurance,2,154 ,123 ,"1,665 ",761 ,"16,481,224 ","1,671 ","1,665 ","1,660 ",1775
2008,4,Ector,Private,52,Finance and Insurance,2,192 ,147 ,"1,295 ",897 ,"15,097,806 ","1,309 ","1,288 ","1,289 ",1775
2008,4,Tom Green,Private,52,Finance and Insurance,2,198 ,154 ,"1,582 ",770 ,"15,825,362 ","1,577 ","1,589 ","1,579 ",1775
2008,4,Wichita,Private,52,Finance and Insurance,2,207 ,157 ,"1,929 ",872 ,"21,861,069 ","1,927 ","1,917 ","1,942 ",1775
2008,4,Webb,Private,52,Finance and Insurance,2,220 ,157 ,"3,175 ",602 ,"24,863,462 ","3,200 ","3,177 ","3,149 ",1775
2008,4,Brazos,Private,52,Finance and Insurance,2,212 ,161 ,"1,502 ",959 ,"18,721,125 ","1,499 ","1,505 ","1,502 ",1775
2008,4,Taylor,Private,52,Finance and Insurance,2,239 ,180 ,"2,593 ",821 ,"27,674,428 ","2,602 ","2,586 ","2,592 ",1775
2008,4,Gregg,Private,52,Finance and Insurance,2,264 ,195 ,"1,977 ",957 ,"24,582,248 ","1,972 ","1,974 ","1,984 ",1775
2008,4,Brazoria,Private,52,Finance and Insurance,2,283 ,198 ,"1,876 ",856 ,"20,869,894 ","1,859 ","1,888 ","1,880 ",1775
2008,4,Bell,Private,52,Finance and Insurance,2,270 ,201 ,"3,143 ",806 ,"32,918,216 ","3,186 ","3,151 ","3,091 ",1775
2008,4,Galveston,Private,52,Finance and Insurance,2,301 ,209 ,"4,108 ","1,108 ","59,150,346 ","4,072 ","4,103 ","4,149 ",1775
2008,4,Potter,Private,52,Finance and Insurance,2,261 ,224 ,"3,753 ",997 ,"48,623,617 ","3,745 ","3,755 ","3,758 ",1775
2008,4,Midland,Private,52,Finance and Insurance,2,291 ,238 ,"2,331 ","1,056 ","32,004,155 ","2,323 ","2,324 ","2,345 ",1775
2008,4,Cameron,Private,52,Finance and Insurance,2,373 ,251 ,"3,161 ",624 ,"25,638,941 ","3,157 ","3,168 ","3,158 ",1775
2008,4,Jefferson,Private,52,Finance and Insurance,2,333 ,253 ,"2,604 ",977 ,"33,076,679 ","2,600 ","2,611 ","2,601 ",1775
2008,4,McLennan,Private,52,Finance and Insurance,2,321 ,260 ,"4,988 ",997 ,"64,681,451 ","4,951 ","4,965 ","5,048 ",1775
2008,4,Williamson,Private,52,Finance and Insurance,2,468 ,298 ,"5,405 ","1,138 ","79,987,528 ","5,410 ","5,387 ","5,417 ",1775
2008,4,Smith,Private,52,Finance and Insurance,2,376 ,302 ,"2,994 ","1,163 ","45,278,649 ","2,979 ","2,983 ","3,019 ",1775
2008,4,Nueces,Private,52,Finance and Insurance,2,502 ,355 ,"4,197 ",995 ,"54,297,666 ","4,192 ","4,195 ","4,203 ",1775
2008,4,Montgomery,Private,52,Finance and Insurance,2,530 ,382 ,"4,044 ","1,257 ","66,052,986 ","4,027 ","4,050 ","4,054 ",1775
2008,4,Fort Bend,Private,52,Finance and Insurance,2,522 ,386 ,"3,572 ","1,333 ","61,877,816 ","3,583 ","3,557 ","3,576 ",1775
2008,4,Hidalgo,Private,52,Finance and Insurance,2,620 ,389 ,"6,288 ",735 ,"60,068,351 ","6,299 ","6,292 ","6,273 ",1775
2008,4,Lubbock,Private,52,Finance and Insurance,2,508 ,399 ,"5,105 ","1,030 ","68,345,817 ","5,103 ","5,091 ","5,120 ",1775
2008,4,Denton,Private,52,Finance and Insurance,2,676 ,466 ,"5,170 ","1,178 ","79,149,601 ","5,219 ","5,163 ","5,129 ",1775
2008,4,El Paso,Private,52,Finance and Insurance,2,773 ,507 ,"7,555 ",782 ,"76,774,676 ","7,564 ","7,544 ","7,558 ",1775
2008,4,Collin,Private,52,Finance and Insurance,2,"1,289 ",887 ,"24,776 ","1,270 ","408,990,534 ","24,892 ","24,750 ","24,686 ",1775
2008,4,Travis,Private,52,Finance and Insurance,2,"1,865 ","1,273 ","23,801 ","1,428 ","441,932,472 ","23,777 ","23,771 ","23,855 ",1775
2008,4,Bexar,Private,52,Finance and Insurance,2,"2,131 ","1,370 ","48,359 ","1,202 ","755,607,228 ","48,350 ","48,069 ","48,658 ",1775
2008,4,Tarrant,Private,52,Finance and Insurance,2,"2,509 ","1,641 ","33,312 ","1,407 ","609,443,347 ","33,450 ","33,257 ","33,228 ",1775
2008,4,Dallas,Private,52,Finance and Insurance,2,"5,007 ","3,435 ","106,508 ","1,517 ","2,100,222,533 ","106,821 ","106,367 ","106,335 ",1775
2008,4,Harris,Private,52,Finance and Insurance,2,"5,853 ","3,949 ","73,828 ","1,794 ","1,722,135,128 ","73,964 ","73,786 ","73,735 ",1775
2009,1,McMullen,Private,52,Finance and Insurance,2,3 ,3 ,7 ,641 ,"58,302 ",7 ,7 ,7 ,1775
2009,1,Hartley,Private,52,Finance and Insurance,2,3 ,3 ,12 ,707 ,"113,312 ",12 ,13 ,12 ,1775
2009,1,Stonewall,Private,52,Finance and Insurance,2,3 ,3 ,14 ,533 ,"96,964 ",14 ,14 ,14 ,1775
2009,1,Schleicher,Private,52,Finance and Insurance,2,3 ,3 ,22 ,614 ,"175,568 ",22 ,22 ,22 ,1775
2009,1,Jeff Davis,Private,52,Finance and Insurance,2,3 ,3 ,23 ,511 ,"152,653 ",23 ,23 ,23 ,1775
2009,1,Concho,Private,52,Finance and Insurance,2,3 ,3 ,30 ,810 ,"315,744 ",31 ,30 ,29 ,1775
